plaintext,ciphertext
d44ea0ba81d1423c,dafeb07042e03050
d44ea0ba81d1423b,d0fbc598f03417c3
d44ea0ba81d1423a,f5e696860ae02689
d44ea0ba81d14239,cda696be8c28dd22
d44ea0ba81d14238,a8f5aec5cc60c408
d44ea0ba81d14237,e293ba3e2f19538b
d44ea0ba81d14236,fa3b18cc8cb98172
d44ea0ba81d14235,0d3621087293a939
d44ea0ba81d14234,ba89e85465a81bad
d44ea0ba81d14233,6080f1947b24676b
d44ea0ba81d14232,5ec339a30373cc41
d44ea0ba81d14231,a8d5c9636ed3e68b
d44ea0ba81d14230,6b6ec81d8fc938e5
d44ea0ba81d1422f,5e9616e190606c44
d44ea0ba81d1422e,6d72492af72cc5e2
d44ea0ba81d1422d,1d81f4760dcdc80c
d44ea0ba81d1422c,c15dcb917fed8b92
d44ea0ba81d1422b,3c561ab40e53872c
d44ea0ba81d1422a,77ab13c037d20681
d44ea0ba81d14229,fc525b727d7fbbc6
d44ea0ba81d14228,087e756fe0334745
d44ea0ba81d14227,d7407ef7713305db
d44ea0ba81d14226,3784d20fd07a04b7
d44ea0ba81d14225,4f6932ab6255a22b
d44ea0ba81d14224,c8799506d705b680
d44ea0ba81d14223,5e83fed50e710f64
d44ea0ba81d14222,c14c3cffae4228c9
d44ea0ba81d14221,c04a0b3670d8a3d5
d44ea0ba81d14220,8feecd98f4ac8661
d44ea0ba81d1421f,3fcbbbdb04013836
d44ea0ba81d1421e,5e98c9350c7e02ec
d44ea0ba81d1421d,f3b4d8bb2002d085
d44ea0ba81d1421c,9a758acaed53bb97
d44ea0ba81d1421b,644e1262a06c576d
d44ea0ba81d1421a,64ae8e3443640139
d44ea0ba81d14219,628c476446b18e52
d44ea0ba81d14218,f8ea0702762fc930
d44ea0ba81d14217,51c6ae874111cf06
d44ea0ba81d14216,4f2cb307ebed1ea1
d44ea0ba81d14215,8137bbcfc4a94482
d44ea0ba81d14214,2ee0cb2179241181
d44ea0ba81d14213,cf5cfc9baae5476b
d44ea0ba81d14212,945765a92fd108a3
d44ea0ba81d14211,add0d1f1f1e30929
d44ea0ba81d14210,60a972375a9a067c
d44ea0ba81d1420f,7ce0b1caa029a45a
d44ea0ba81d1420e,d71e8a894530bca3
d44ea0ba81d1420d,e291e5aad89f23a1
d44ea0ba81d1420c,78020125dc47edc1
